LBW,95% UI,
1.283692739,1.018831446,1.587726738
1.283826932,1.018840735,1.588071699
1.283961096,1.018850022,1.588416659
1.284095233,1.018859308,1.58875959
1.284229342,1.018868592,1.589101083
1.284363423,1.018877874,1.589442573
1.284497476,1.018887154,1.589784059
1.284631501,1.018896433,1.590125542
1.284765498,1.018905709,1.590467022
1.284899467,1.018914984,1.590717463
1.285033409,1.018924257,1.590929617
1.285167322,1.018933529,1.591141637
1.285301208,1.018942798,1.591353524
1.285435066,1.018952066,1.591565278
1.285568896,1.018961332,1.591776899
1.285702699,1.018970596,1.591988388
1.285836473,1.018979859,1.592199744
1.28597022,1.01898912,1.592410969
1.28610394,1.018998379,1.592622062
1.286237631,1.019007636,1.592833023
1.286371295,1.019016891,1.593043853
1.286504931,1.019026145,1.593324381
1.28663854,1.019035397,1.593656023
1.286772121,1.019044647,1.593987666
1.286905674,1.019053895,1.594319309
1.2870392,1.019063141,1.594650954
1.287172698,1.019072386,1.594982599
1.287306168,1.019081629,1.595314245
1.287439611,1.01909087,1.595645892
1.287573027,1.01910011,1.595977539
1.287706415,1.019109347,1.596307834
1.287839775,1.019118583,1.596636554
1.287973108,1.019127817,1.596965271
1.288106413,1.01913705,1.597293986
1.288239691,1.01914628,1.597622698
1.288372942,1.019155509,1.597951407
1.288506165,1.019164736,1.598280114
1.28863936,1.019173962,1.598608819
1.288772529,1.019183185,1.598937521
1.28890567,1.019192407,1.59926622
1.289038783,1.019201627,1.599594917
1.289171869,1.019210845,1.599923612
1.289304928,1.019220062,1.600252304
1.289437959,1.019229277,1.600580993
1.289570963,1.019238489,1.60090968
1.28970394,1.019247701,1.601238365
1.28983689,1.01925691,1.601567047
1.289969812,1.019266118,1.601853184
1.290102707,1.019275324,1.602081293
1.290235575,1.019284528,1.602309276
1.290368415,1.019293731,1.602537134
1.290501228,1.019302931,1.602764865
1.290634014,1.01931213,1.602992472
1.290766773,1.019321327,1.603219953
1.290899505,1.019330523,1.603447309
1.29103221,1.019339716,1.60367454
1.291164887,1.019348908,1.603901646
1.291297537,1.019358099,1.604128628
1.291430161,1.019367287,1.604355486
1.291562757,1.019376474,1.60458222
1.291695326,1.019385659,1.604808831
1.291827868,1.019394842,1.605035317
1.291960382,1.019404023,1.605261681
1.29209287,1.019413203,1.605487921
1.292225331,1.019422381,1.605714038
1.292357765,1.019431557,1.605940033
1.292490172,1.019440732,1.606165905
1.292622551,1.019449904,1.606391655
1.292754904,1.019459075,1.606617283
1.29288723,1.019468244,1.606842789
1.293019529,1.019477412,1.607068173
1.293151801,1.019486578,1.607293436
1.293284046,1.019495742,1.607518578
1.293416264,1.019504904,1.607743599
1.293548455,1.019514064,1.607968498
1.29368062,1.019523223,1.608193277
1.293812757,1.01953238,1.608417936
1.293944868,1.019541536,1.608642475
1.294076952,1.019550689,1.608866893
1.294209009,1.019559841,1.609091192
1.294341039,1.019568991,1.609315371
1.294473042,1.019578139,1.609539431
1.294605019,1.019587286,1.609763371
1.294736968,1.019596431,1.609987193
1.294868891,1.019605574,1.610210895
1.295000788,1.019614715,1.61043448
1.295132657,1.019623855,1.610657945
1.2952645,1.019632993,1.610881293
1.295396316,1.019642129,1.611104522
1.295528105,1.019651264,1.611327634
1.295659868,1.019660396,1.611550628
1.295791604,1.019669527,1.611773505
1.295923313,1.019678657,1.611996264
1.296054996,1.019687784,1.612218907
1.296186652,1.01969691,1.612441432
1.296318282,1.019706034,1.612663841
1.296449884,1.019715157,1.612886134
1.296581461,1.019724277,1.61310831
1.29671301,1.019733396,1.613330371
1.296844533,1.019742513,1.613552315
1.29697603,1.019751629,1.613774144
1.2971075,1.019760743,1.613995857
1.297238943,1.019769855,1.614217455
1.29737036,1.019778965,1.614438938
1.29750175,1.019788074,1.614660306
1.297633114,1.01979718,1.61488156
1.297764452,1.019806285,1.615102699
1.297895763,1.019815389,1.615323723
1.298027047,1.019824491,1.615544634
1.298158305,1.019833591,1.61576543
1.298289537,1.019842689,1.615986113
1.298420742,1.019851785,1.616206682
1.29855192,1.01986088,1.616427138
1.298683073,1.019869973,1.616709895
1.298814198,1.019879065,1.617032093
1.298945298,1.019888154,1.617354285
1.299076371,1.019897242,1.617676471
1.299207418,1.019906328,1.61799865
1.299338438,1.019915413,1.618320822
1.299469432,1.019924496,1.618642988
1.2996004,1.019933577,1.618965148
1.299731342,1.019942656,1.619287301
1.299862257,1.019951734,1.619609447
1.299993146,1.01996081,1.619931586
1.300124008,1.019969884,1.62025372
1.300254844,1.019978956,1.620575846
1.300385654,1.019988027,1.620897966
1.300516438,1.019997096,1.62122008
1.300647196,1.020006164,1.621542186
1.300777927,1.020015229,1.621864287
1.300908632,1.020024293,1.62218638
1.301039311,1.020033355,1.622508468
1.301169964,1.020042416,1.622830548
1.30130059,1.020051475,1.623152622
1.301431191,1.020060532,1.623474689
1.301561765,1.020069587,1.62379675
1.301692313,1.020078641,1.624118804
1.301822835,1.020087693,1.624440851
1.301953331,1.020096743,1.624762892
1.3020838,1.020105792,1.625084927
1.302214244,1.020114839,1.625406954
1.302344661,1.020123884,1.625728975
1.302475053,1.020132927,1.626050989
1.302605418,1.02013972,1.626372997
1.302735757,1.020145164,1.626694998
1.302866071,1.020150605,1.627016993
1.302996358,1.020156043,1.62733898
1.303126619,1.020161478,1.627660961
1.303256854,1.02016691,1.627982936
1.303387063,1.020172339,1.628304903
1.303517246,1.020177764,1.628626865
1.303647404,1.020183187,1.628948819
1.303777535,1.020188606,1.629270767
1.30390764,1.020194023,1.629592708
1.304037719,1.020199436,1.629914642
1.304167772,1.020204846,1.63023657
1.3042978,1.020210254,1.63055849
1.304427801,1.020215658,1.630880405
1.304557777,1.020221059,1.631202312
1.304687726,1.020226457,1.631524213
1.30481765,1.020231852,1.631846107
1.304947548,1.020237244,1.632167994
1.30507742,1.020242633,1.632489875
1.305207266,1.020248019,1.632811749
1.305337086,1.020253402,1.633133616
1.30546688,1.020258782,1.633455476
1.305596649,1.020264159,1.63377733
1.305726391,1.020269533,1.634099176
1.305856108,1.020274904,1.634421017
1.305985799,1.020280272,1.63474285
1.306115465,1.020285637,1.635064676
1.306245104,1.020290999,1.635386496
1.306374718,1.020296358,1.635708309
1.306504306,1.020301713,1.636030115
1.306633868,1.020307066,1.636351914
1.306763404,1.020312416,1.636673707
1.306892915,1.020317763,1.636995492
1.3070224,1.020323107,1.637317271
1.307151859,1.020328448,1.637639043
1.307281293,1.020333787,1.637960808
1.307410701,1.020339122,1.638282566
1.307540083,1.020344454,1.638604318
1.307669439,1.020349783,1.638926063
1.30779877,1.020355109,1.6392478
1.307928075,1.020360433,1.639569531
1.308057355,1.020365753,1.639891255
1.308186608,1.020371071,1.640212972
1.308315837,1.020376385,1.640534682
1.308445039,1.020381697,1.640856386
1.308574216,1.020387005,1.641178082
1.308703367,1.020392311,1.641499772
1.308832493,1.020397614,1.641821454
1.308961593,1.020402914,1.64214313
1.309090668,1.020408211,1.642464798
1.309219717,1.020413505,1.64278646
1.30934874,1.020418797,1.643108115
1.309477738,1.020424085,1.643429763
1.30960671,1.02042937,1.643751404
1.309735657,1.020434653,1.644073038
1.309864578,1.020439933,1.644394665
1.309993474,1.020445209,1.644716285
1.310122344,1.020450483,1.645037898
1.310251189,1.020455754,1.645359504
1.310380008,1.020461023,1.645681103
1.310508802,1.020466288,1.646002695
1.31063757,1.02047155,1.64632428
1.310766313,1.02047681,1.646645858
1.31089503,1.020482067,1.646967428
1.311023722,1.020487321,1.647288992
1.311152388,1.020492572,1.647610549
1.311281029,1.02049782,1.647932099
1.311409645,1.020503065,1.648253641
1.311538235,1.020508308,1.648575177
1.3116668,1.020513548,1.648896706
1.311795339,1.020518785,1.649218227
1.311923853,1.020524019,1.649539741
1.312052342,1.02052925,1.649861248
1.312180805,1.020534478,1.650182749
1.312309243,1.020539704,1.650504242
1.312437655,1.020544927,1.650823874
1.312566043,1.020550147,1.651141406
1.312694404,1.020555364,1.651458929
1.312822741,1.020560579,1.651776443
1.312951052,1.02056579,1.652093947
1.313079338,1.020570999,1.652411442
1.313207598,1.020576205,1.652728927
1.313335834,1.020581409,1.653046403
1.313464044,1.020586609,1.65336387
1.313592228,1.020591807,1.653681327
1.313720388,1.020597002,1.653998775
1.313848522,1.020602194,1.654316213
1.313976631,1.020607383,1.654633642
1.314104714,1.02061257,1.654951061
1.314232773,1.020617754,1.655268471
1.314360806,1.020622935,1.655585872
1.314488814,1.020628114,1.655903263
1.314616796,1.020633289,1.656220645
1.314744754,1.020638462,1.656538017
1.314872686,1.020643632,1.65685538
1.315000593,1.0206488,1.657172733
1.315128475,1.020653965,1.657490077
1.315256332,1.020659127,1.657807411
1.315384163,1.020664286,1.658124736
1.31551197,1.020669442,1.658442052
1.315639751,1.020674596,1.658759358
1.315767507,1.020679747,1.659076654
1.315895238,1.020684896,1.659393941
1.316022944,1.020690042,1.659711218
1.316150624,1.020695185,1.660028486
1.31627828,1.020700325,1.660345744
1.31640591,1.020705462,1.660662993
1.316533516,1.020710597,1.660980232
1.316661096,1.02071573,1.661297462
1.316788651,1.020720859,1.661614682
1.316916181,1.020725986,1.661931893
1.317043686,1.02073111,1.662249094
1.317171166,1.020736232,1.662566285
1.317298621,1.020741351,1.662883467
1.317426051,1.020746467,1.66320064
1.317553456,1.02075158,1.663517802
1.317680835,1.020756691,1.663834955
1.31780819,1.020761799,1.664152099
1.31793552,1.020766905,1.664469233
1.318062825,1.020772008,1.664786357
1.318190104,1.020777108,1.665103472
1.318317359,1.020782206,1.665420577
1.318444589,1.0207873,1.665737672
1.318571793,1.020792393,1.666054758
1.318698973,1.020797482,1.666371834
1.318826128,1.020802569,1.6666889
1.318953258,1.020807654,1.667005957
1.319080363,1.020812736,1.667323004
1.319207443,1.020817815,1.667640042
1.319334498,1.020822891,1.667957069
1.319461528,1.020827965,1.668236361
1.319588533,1.020833037,1.668408982
1.319715513,1.020838105,1.668581523
1.319842468,1.020843171,1.668753983
1.319969398,1.020848235,1.668926363
1.320096304,1.020853296,1.669098663
1.320223185,1.020858354,1.669270882
1.32035004,1.02086341,1.669443021
1.320476871,1.020868463,1.66961508
1.320603677,1.020873514,1.66978706
1.320730458,1.020878561,1.669955907
1.320857214,1.020883607,1.670123846
1.320983946,1.02088865,1.670291704
1.321110652,1.02089369,1.67045948
1.321237334,1.020898728,1.670627176
1.321363991,1.020903763,1.670794789
1.321490623,1.020908795,1.670962322
1.32161723,1.020913825,1.671129774
1.321743812,1.020918853,1.671297145
1.32187037,1.020923877,1.671464436
1.321996903,1.0209289,1.671631645
1.322123411,1.020933919,1.671798774
1.322249894,1.020938937,1.671965823
1.322376352,1.020943951,1.672132792
1.322502786,1.020948963,1.67229968
1.322629195,1.020953973,1.672466488
1.322755579,1.02095898,1.672633216
1.322881938,1.020963985,1.672799865
1.323008273,1.020968987,1.672966433
1.323134583,1.020973986,1.673132922
1.323260868,1.020978983,1.673299332
1.323387129,1.020983978,1.673465662
1.323513364,1.02098897,1.673631913
1.323639575,1.020993959,1.673798084
1.323765762,1.020998946,1.673964177
1.323891923,1.02100393,1.67413019
1.32401806,1.021008912,1.674296125
1.324144173,1.021013892,1.67446198
1.32427026,1.021018869,1.674627757
1.324396323,1.021023843,1.674793456
1.324522361,1.021028815,1.674959076
1.324648375,1.021033784,1.675124618
1.324774364,1.021038751,1.675290081
1.324900328,1.021043716,1.675455467
1.325026268,1.021048678,1.675620774
1.325152183,1.021053637,1.675786003
1.325278073,1.021058595,1.675951155
1.325403939,1.021063549,1.676116229
1.32552978,1.021068501,1.676281225
1.325655596,1.021073451,1.676446144
1.325781388,1.021078398,1.676610985
1.325907155,1.021083343,1.676775749
1.326032898,1.021088285,1.676940436
1.326158616,1.021093225,1.677105045
1.32628431,1.021098163,1.677269578
1.326409979,1.021103098,1.677434034
1.326535623,1.02110803,1.677598413
1.326661243,1.02111296,1.677762715
1.326786838,1.021117888,1.677926941
1.326912409,1.021122813,1.67809109
1.327037955,1.021127736,1.678255163
1.327163477,1.021132656,1.67841916
1.327288974,1.021137574,1.67858308
1.327414446,1.02114249,1.678746924
1.327539895,1.021147403,1.678910693
1.327665318,1.021152313,1.679074385
1.327790717,1.021157222,1.679238002
1.327916092,1.021162127,1.679401543
1.328041442,1.021167031,1.679565008
1.328166767,1.021171932,1.679728398
1.328292068,1.021176831,1.679891713
1.328417345,1.021181727,1.680054952
1.328542597,1.021186621,1.680218116
1.328667824,1.021191512,1.680381205
1.328793028,1.021196401,1.680544219
1.328918206,1.021201288,1.680707158
1.329043361,1.021206172,1.680870022
1.32916849,1.021211054,1.681032812
1.329293596,1.021215934,1.681195527
1.329418677,1.021220811,1.681358167
1.329543733,1.021225686,1.681520733
1.329668765,1.021230558,1.681683225
1.329793773,1.021235428,1.681845643
1.329918756,1.021240296,1.682007986
1.330043715,1.021245161,1.682170256
1.330168649,1.021250024,1.682332451
1.33029356,1.021254885,1.682494573
1.330418445,1.021259743,1.682656621
1.330543306,1.021264599,1.682818595
1.330668143,1.021269452,1.682980496
1.330792956,1.021274304,1.683142323
1.330917744,1.021279152,1.683361
1.331042508,1.021283999,1.683666429
1.331167247,1.021288843,1.683971857
1.331291962,1.021293685,1.684277283
1.331416653,1.021298525,1.684582708
1.331541319,1.021303362,1.684888132
1.331665962,1.021308197,1.685193555
1.331790579,1.021313029,1.685498976
1.331915173,1.021317859,1.685765276
1.332039742,1.021322687,1.685927299
1.332164287,1.021327513,1.686089248
1.332288807,1.021332336,1.686251122
1.332413303,1.021337157,1.68644655
1.332537775,1.021341976,1.686760698
1.332662223,1.021346792,1.687074781
1.332786646,1.021351606,1.687388798
1.332911045,1.021356418,1.68770275
1.33303542,1.021361227,1.688016636
1.33315977,1.021366035,1.688330457
1.333284096,1.021370839,1.688644212
1.333408398,1.021375642,1.688957902
1.333532676,1.021380442,1.689271527
1.33365693,1.02138524,1.689585085
1.333781159,1.021390036,1.689898578
1.333905364,1.021394829,1.690212006
1.334029544,1.021399621,1.690525367
1.334153701,1.021404409,1.690838663
1.334277833,1.021409196,1.691151893
1.334401941,1.02141398,1.691465058
1.334526025,1.021418762,1.691778156
1.334650085,1.021423542,1.692091188
1.33477412,1.02142832,1.692404155
1.334898131,1.021433095,1.692717056
1.335022118,1.021437868,1.69302989
1.335146081,1.021442639,1.693342659
1.33527002,1.021447408,1.693655361
1.335393934,1.021452174,1.693967997
1.335517825,1.021456938,1.694280568
1.335641691,1.0214617,1.694593072
1.335765533,1.021466459,1.694905509
1.335889351,1.021471217,1.695217881
1.336013145,1.021475972,1.695530186
1.336136914,1.021480724,1.695842425
1.336260659,1.021485475,1.696154597
1.336384381,1.021490223,1.696466703
1.336508078,1.02149497,1.696778743
1.336631751,1.021499714,1.697090716
1.3367554,1.021504455,1.697402623
1.336879024,1.021509195,1.697714463
1.337002625,1.021513932,1.698026236
1.337126202,1.021518667,1.698337943
1.337249754,1.0215234,1.698649584
1.337373282,1.021528131,1.698961157
1.337496787,1.021532859,1.699272664
1.337620267,1.021537585,1.699584104
1.337743723,1.021542309,1.699895477
1.337867155,1.021547031,1.700206784
1.337990563,1.021551751,1.700518023
1.338113947,1.021556468,1.700829196
1.338237306,1.021561184,1.701140302
1.338360642,1.021565897,1.701451341
1.338483954,1.021570608,1.701762313
1.338607241,1.021575316,1.702073217
1.338730505,1.021580023,1.702384055
1.338853745,1.021584727,1.702694826
1.33897696,1.021589429,1.703005529
1.339100152,1.021594129,1.703316166
1.339223319,1.021598827,1.703626735
1.339346462,1.021603523,1.703937237
1.339469582,1.021608216,1.704247671
1.339592677,1.021612908,1.704558039
1.339715749,1.021617597,1.704868339
1.339838796,1.021622284,1.705178571
1.339961819,1.021626968,1.705488737
1.340084819,1.021631651,1.705798834
1.340207794,1.021636332,1.706108865
1.340330746,1.02164101,1.706418828
1.340453673,1.021645686,1.706728723
1.340576577,1.02165036,1.707038551
1.340699456,1.021655032,1.707348311
1.340822312,1.021659702,1.707658003
1.340945143,1.02166437,1.707967628
1.341067951,1.021669035,1.708277185
1.341190734,1.021673699,1.708586675
1.341313494,1.02167836,1.708896097
1.34143623,1.021683019,1.70920545
1.341558942,1.021687676,1.709514737
1.34168163,1.021692331,1.709823955
1.341804294,1.021696984,1.710133105
1.341926934,1.021701634,1.710442187
1.34204955,1.021706283,1.710751202
1.342172142,1.021710929,1.711060148
1.34229471,1.021715573,1.711369027
1.342417255,1.021720215,1.711677837
1.342539775,1.021724855,1.71198658
1.342662272,1.021729493,1.712295254
1.342784745,1.021734129,1.71260386
1.342907193,1.021738763,1.712912398
1.343029618,1.021743395,1.713220867
1.343152019,1.021748024,1.713529269
1.343274397,1.021752652,1.713837602
1.34339675,1.021757277,1.714145867
1.343519079,1.0217619,1.714454063
1.343641385,1.021766521,1.714762191
1.343763667,1.02177114,1.715070251
1.343885924,1.021775757,1.715378242
1.344008158,1.021780372,1.715686165
1.344130369,1.021784985,1.71599402
1.344252555,1.021789596,1.716301806
1.344374717,1.021794204,1.716609523
1.344496856,1.021798811,1.716917172
1.344618971,1.021803416,1.717224752
1.344741062,1.021808018,1.717532263
1.344863129,1.021812618,1.717839706
1.344985173,1.021817217,1.71814708
1.345107192,1.021821813,1.718454386
1.345229188,1.021826407,1.718761622
1.34535116,1.021830999,1.71906879
1.345473108,1.021835589,1.719375889
1.345595032,1.021840177,1.719682919
1.345716933,1.021844763,1.719989881
1.34583881,1.021849347,1.720296773
1.345960663,1.021853929,1.720603596
1.346082492,1.021858509,1.720910351
1.346204298,1.021863087,1.721217036
1.346326079,1.021867662,1.721523653
1.346447837,1.021872236,1.7218302
1.346569571,1.021876808,1.722136679
1.346691282,1.021881377,1.722443088
1.346812969,1.021885945,1.722749428
1.346934632,1.021890511,1.723055699
1.347056271,1.021895074,1.7233619
1.347177886,1.021899636,1.723668033
1.347299478,1.021904195,1.723974096
1.347421046,1.021908753,1.72428009
1.34754259,1.021913308,1.724586014
1.347664111,1.021917861,1.724891869
1.347785608,1.021922413,1.725197655
1.347907081,1.021926962,1.725503372
1.34802853,1.02193151,1.725809019
1.348149956,1.021936055,1.726114596
1.348271358,1.021940598,1.726420104
1.348392736,1.02194514,1.726725543
1.348514091,1.021949679,1.727030912
1.348635422,1.021954216,1.727336211
1.348756729,1.021958752,1.727641441
1.348878012,1.021963285,1.727946601
1.348999272,1.021967816,1.728251692
1.349120509,1.021972346,1.728556712
1.349241721,1.021976873,1.728861664
1.34936291,1.021981398,1.729166545
1.349484075,1.021985922,1.729471356
1.349605217,1.021990443,1.729776098
1.349726335,1.021994963,1.73008077
1.349847429,1.02199948,1.730385372
1.3499685,1.022003995,1.730689905
1.350089547,1.022008509,1.730994367
1.35021057,1.02201302,1.731298759
1.35033157,1.02201753,1.731603082
1.350452546,1.022022038,1.731907334
1.350573498,1.022026543,1.732211517
1.350694427,1.022031047,1.732515629
1.350815332,1.022035548,1.732819671
1.350936214,1.022040048,1.733123644
1.351057072,1.022044546,1.733427546
1.351177906,1.022049042,1.733731378
1.351298717,1.022053535,1.734035139
1.351419504,1.022058027,1.734338831
1.351540268,1.022062517,1.734642452
1.351661008,1.022067005,1.734946003
1.351781725,1.022071491,1.735249484
1.351902417,1.022075975,1.735552895
1.352023087,1.022080457,1.735856235
1.352143732,1.022084937,1.736159505
1.352264355,1.022089416,1.736462704
1.352384953,1.022093892,1.736765833
1.352505528,1.022098366,1.737068892
1.35262608,1.022102839,1.73737188
1.352746608,1.022107309,1.737674798
1.352867112,1.022111778,1.737977645
1.352987593,1.022116244,1.738280421
1.35310805,1.022120709,1.738583127
1.353228484,1.022125172,1.738885763
1.353348894,1.022129633,1.739188328
1.353469281,1.022134092,1.739490822
1.353589644,1.022138549,1.739793245
1.353709984,1.022143004,1.740095598
1.3538303,1.022147457,1.74039788
1.353950592,1.022151908,1.740700092
1.354070862,1.022156357,1.741002232
1.354191107,1.022160805,1.741304302
1.354311329,1.02216525,1.741606301
1.354431528,1.022169694,1.74190823
1.354551703,1.022174136,1.742210087
1.354671855,1.022178575,1.742511873
1.354791983,1.022183013,1.742813589
1.354912087,1.022187449,1.743115233
1.355032169,1.022191883,1.743416807
1.355152226,1.022196315,1.74371831
1.35527226,1.022200746,1.744019741
1.355392271,1.022205174,1.744321102
1.355512259,1.022209601,1.744622391
1.355632222,1.022214025,1.74492361
1.355752163,1.022218448,1.745224757
1.35587208,1.022222869,1.745525833
1.355991973,1.022227288,1.745826839
1.356111843,1.022231705,1.746127772
1.35623169,1.02223612,1.746428635
1.356351513,1.022240533,1.746729427
1.356471313,1.022244945,1.747030147
1.356591089,1.022249355,1.747330796
1.356710842,1.022253762,1.747631374
1.356830571,1.022258168,1.74793188
1.356950277,1.022262572,1.748232315
1.35706996,1.022266974,1.748532679
1.357189619,1.022271374,1.748832971
1.357309255,1.022275773,1.749133192
1.357428867,1.022280169,1.749433341
1.357548456,1.022284564,1.749733419
1.357668022,1.022288957,1.750033426
1.357787564,1.022293348,1.750333361
1.357907083,1.022297737,1.750633224
1.358026578,1.022302124,1.750933016
1.35814605,1.022306509,1.751232736
1.358265499,1.022310893,1.751532385
1.358384924,1.022315275,1.751831962
1.358504326,1.022319654,1.752131468
1.358623705,1.022324032,1.752430902
1.35874306,1.022328409,1.752730264
1.358862392,1.022332783,1.753029555
1.3589817,1.022337155,1.753328773
1.359100985,1.022341526,1.75362792
1.359220247,1.022345895,1.753926996
1.359339486,1.022350262,1.754225999
1.359458701,1.022354627,1.754524931
1.359577892,1.02235899,1.754823791
1.359697061,1.022363352,1.755122579
1.359816206,1.022367712,1.755421295
1.359935328,1.022372069,1.755719939
1.360054426,1.022376425,1.756018511
1.360173501,1.02238078,1.756317012
1.360292553,1.022385132,1.75661544
1.360411581,1.022389483,1.756913797
1.360530587,1.022393831,1.757212081
1.360649569,1.022398178,1.757510294
1.360768527,1.022402523,1.757808434
1.360887462,1.022406867,1.758106502
1.361006374,1.022411208,1.758404499
1.361125263,1.022415548,1.758702423
1.361244129,1.022419886,1.759000275
1.361362971,1.022424222,1.759298055
1.361481789,1.022428556,1.759595762
1.361600585,1.022432889,1.759893398
1.361719357,1.022437219,1.760190961
1.361838106,1.022441548,1.760488452
1.361956832,1.022445875,1.760785871
1.362075535,1.022450201,1.761083218
1.362194214,1.022454524,1.761380492
1.36231287,1.022458846,1.761677694
1.362431503,1.022463166,1.761974823
1.362550112,1.022467484,1.762271881
1.362668698,1.0224718,1.762568866
1.362787261,1.022476115,1.762865778
1.362905801,1.022480428,1.763162618
1.363024318,1.022484739,1.763459386
1.363142811,1.022489048,1.763756081
1.363261281,1.022493355,1.764052704
1.363379728,1.022497661,1.764349255
1.363498152,1.022501965,1.764645732
1.363616552,1.022506267,1.764942138
1.363734929,1.022510567,1.76523847
1.363853283,1.022514866,1.765534731
1.363971614,1.022519163,1.765830918
1.364089922,1.022523458,1.766127033
1.364208206,1.022527751,1.766423076
1.364326467,1.022532043,1.766719045
1.364444705,1.022536333,1.767014943
1.36456292,1.022540621,1.767310767
1.364681112,1.022544907,1.767606519
1.36479928,1.022549191,1.767902198
1.364917426,1.022553474,1.768197804
1.365035548,1.022557755,1.768493338
1.365153647,1.022562035,1.768788798
1.365271723,1.022566312,1.769084186
1.365389775,1.022570588,1.769379502
1.365507805,1.022574862,1.769674744
1.365625811,1.022579134,1.769969914
1.365743794,1.022583405,1.77026501
1.365861754,1.022587673,1.770560034
1.365979691,1.022591941,1.770854985
1.366097605,1.022596206,1.771149863
1.366215495,1.022600469,1.771444668
1.366333363,1.022604731,1.7717394
1.366451207,1.022608991,1.77203406
1.366569029,1.02261325,1.772328646
1.366686827,1.022617506,1.772623159
1.366804602,1.022621761,1.772917599
1.366922353,1.022626015,1.773211966
1.367040082,1.022630266,1.773506261
1.367157788,1.022634516,1.773800482
1.36727547,1.022638764,1.77409463
1.36739313,1.02264301,1.774388704
1.367510766,1.022647255,1.774682706
1.367628379,1.022651498,1.774976635
1.367745969,1.022655739,1.77527049
1.367863536,1.022659978,1.775564273
1.36798108,1.022664216,1.775857982
1.368098601,1.022668452,1.776151618
1.368216099,1.022672686,1.77644518
1.368333574,1.022676919,1.77673867
1.368451026,1.02268115,1.777032086
1.368568454,1.022685379,1.777325429
1.36868586,1.022689607,1.777618699
1.368803242,1.022693832,1.777911895
1.368920601,1.022698056,1.778205018
1.369037938,1.022702279,1.778498068
1.369155251,1.0227065,1.778791044
1.369272541,1.022710719,1.779083947
1.369389809,1.022714936,1.779376777
1.369507053,1.022719152,1.779669533
1.369624274,1.022723365,1.779962216
1.369741472,1.022727578,1.780254825
1.369858647,1.022731788,1.780547361
1.369975799,1.022735997,1.780839823
1.370092928,1.022740204,1.781132212
1.370210034,1.02274441,1.781424528
1.370327117,1.022748614,1.78171677
1.370444177,1.022752816,1.782008939
1.370561214,1.022757016,1.782301034
1.370678228,1.022761215,1.782593055
1.370795219,1.022765412,1.782885003
1.370912187,1.022769608,1.783176877
1.371029132,1.022773801,1.783468678
1.371146054,1.022777993,1.783760405
1.371262953,1.022782184,1.784052058
1.371379829,1.022786373,1.784343638
1.371496682,1.02279056,1.784635144
1.371613512,1.022794745,1.784926577
1.371730319,1.022798929,1.785217935
1.371847103,1.022803111,1.785509221
1.371963864,1.022807291,1.785800432
1.372080602,1.02281147,1.78609157
1.372197318,1.022815647,1.786382634
1.37231401,1.022819823,1.786673624
1.372430679,1.022823996,1.78696454
1.372547326,1.022828169,1.787255383
1.372663949,1.022832339,1.787546152
1.372780549,1.022836508,1.787836847
1.372897127,1.022840675,1.788127468
1.373013681,1.022844841,1.788418015
1.373130213,1.022849005,1.788708489
1.373246722,1.022853167,1.788998888
1.373363208,1.022857328,1.789289214
1.37347967,1.022861487,1.789579466
1.37359611,1.022865644,1.789869644
1.373712527,1.0228698,1.790159748
1.373828922,1.022873954,1.790449778
1.373945293,1.022878106,1.790739734
1.374061641,1.022882257,1.791029616
1.374177966,1.022886406,1.791319424
1.374294269,1.022890553,1.791609159
1.374410549,1.022894699,1.791898819
1.374526805,1.022898844,1.792188405
1.374643039,1.022902986,1.792477917
1.37475925,1.022907127,1.792767355
1.374875438,1.022911267,1.793056719
1.374991603,1.022915404,1.79334601
1.375107745,1.022919541,1.793635225
1.375223865,1.022923675,1.793924367
1.375339961,1.022927808,1.794213435
1.375456035,1.022931939,1.794502429
1.375572086,1.022936069,1.794791348
1.375688114,1.022940197,1.795080194
1.375804119,1.022944323,1.795368965
1.375920101,1.022948448,1.795657662
1.376036061,1.022952571,1.795946285
1.376151997,1.022956693,1.796234834
1.376267911,1.022960813,1.796523308
1.376383802,1.022964931,1.796811708
1.37649967,1.022969048,1.797100034
1.376615515,1.022973163,1.797388286
1.376731337,1.022977277,1.797676464
1.376847137,1.022981389,1.797964567
1.376962914,1.022985499,1.798252596
1.377078668,1.022989608,1.798540551
1.377194399,1.022993715,1.798828432
1.377310107,1.022997821,1.799116238
1.377425793,1.023001925,1.79940397
1.377541455,1.023006027,1.799691627
1.377657095,1.023010128,1.79997921
1.377772712,1.023014227,1.800266719
1.377888306,1.023018325,1.800554154
1.378003878,1.023022421,1.800841514
1.378119427,1.023026515,1.8011288
1.378234953,1.023030608,1.801416011
1.378350456,1.0230347,1.801703148
1.378465936,1.023038789,1.80199021
1.378581394,1.023042877,1.802277199
1.378696828,1.023046964,1.802564112
1.378812241,1.023051049,1.802850951
1.37892763,1.023055132,1.803137716
1.379042996,1.023059214,1.803424406
1.37915834,1.023063294,1.803711022
1.379273661,1.023067373,1.803997564
1.379388959,1.02307145,1.80428403
1.379504235,1.023075526,1.804570423
1.379619488,1.0230796,1.80485674
1.379734718,1.023083672,1.805142984
1.379849925,1.023087743,1.805429152
1.37996511,1.023091812,1.805715247
1.380080271,1.02309588,1.806001266
1.380195411,1.023099946,1.806287211
